Clinic Name,Clinic Street Address,City,State,Postcode,Phone Number,Fax Number,Website address,Staff Names
Perth Central Dental Centre,497 Wellington Street,Perth,WA,6000,892225900,894869110,https://www.perthdentalcentre.com.au,"['Dr Adrian Sue', 'Dr Tina Choo, Specialist Periodontist', 'Dr Wesley Huupponen', 'Dr Ranjeet Sekhon', 'Dr Jonathan Lo', 'Dr Vera Zirojevic', 'Dr Sigourney Amara', 'Dr Juliana Ng', 'Dr Elmer Lee', 'Dr Roderick Kirk', 'Dr Andrew Karczub', 'Dr Anne Lee']"
DB Dental South Lake,not available,not available,not available,not available,not available,not available,http://www.dbdental.com.au,"['Dr Chris Tay', 'Dr Ash Malhotra', 'Dr Jonathan Macartney', ""Dr Brian O'Donovan"", 'Dr Shane Barton', 'Dr Jennie Green', 'Dr Peter Pham', 'Dr Ailsa Malone', 'Dr Cherrin Cheong', 'Dr Rob Grundy']"
DB Dental Innaloo,not available,not available,not available,not available,not available,not available,http://www.dbdental.com.au,"['Dr Nathan Pitchforth', 'Dr Colin Dempsey', 'Dr Christopher Iles', 'Dr Helena Munaser', 'Dr Nicholas Morton', 'Dr Helen Marriott', 'Dr Jonathan Lee']"
DB Dental Riseley Street,not available,not available,not available,not available,not available,not available,http://www.dbdental.com.au,"['Dr Cherrin Cheong', 'Dr Priya Amin', 'Dr Lori Liao', 'Dr Helena Munaser', 'Dr Jason Law']"
Diamond Smiles Dental,Carramar Village Shopping Centre,Carramar,WA,6031,894052225,894052220,http://www.diamondsmilesdental.com.au/,"['Dr Garrie Rao', 'Dr Timothy Maxwell', 'Dr Maheer Shah', 'Dr Kristyna Englova']"
Nedlands Dental,Broadway Fair Shopping Centre,Nedlands,WA,6009,863892711,Not Available,https://www.dentistnedlands.com.au/,"['Dr Hoda Foroughi', 'Dr Ilana Kohan']"
Woodvale Park Dental,Woodvale Boulevard Shopping Centre,Woodvale,WA,6026,893092339,893094243,http://www.woodvaleparkdental.com.au,"['Dr Shahrukh Mody', 'Dr Yousr Kanbour', 'Dr Farzam Mehrabi', 'Dr Bernard Mullan']"
Woodvale Dental Surgery,193 Trappers Drive,Woodvale,WA,6026,893092010,894098429,http://www.woodvaledentalsurgery.com.au,"['Dr Sandra Castro', 'Dr Chris Bartlett', 'Dr Tara Habibi', 'Dr Farshad Monshizadeh', 'Dr JONATHAN Resnick']"
Cambridge City Dental,Cnr Holyrood Street,Leederville,WA,6007,893828266,893828277,http://www.ccdental.com.au,"['Dr Sam Zein', 'Dr Christopher Bucktin', 'Dr Karsten Juengling']"
Accent Dental Care,Mezzanine Floor HSBC / 190 St Georges Tce,Perth,WA,6000,892261461,1300764531,https://www.accentdental.com.au,"['Dr Peter Wroth', 'Dr Daniel Abbondanza']"
Perth Central Dental Centre,497 Wellington Street,Perth,WA,6000,892225900,894869110,https://www.perthdentalcentre.com.au,"['Dr Adrian Sue', 'Dr Tina Choo, Specialist Periodontist', 'Dr Wesley Huupponen', 'Dr Ranjeet Sekhon', 'Dr Jonathan Lo', 'Dr Vera Zirojevic', 'Dr Sigourney Amara', 'Dr Juliana Ng', 'Dr Elmer Lee', 'Dr Roderick Kirk', 'Dr Andrew Karczub', 'Dr Anne Lee']"
DB Dental South Lake,not available,not available,not available,not available,not available,not available,http://www.dbdental.com.au,"['Dr Chris Tay', 'Dr Ash Malhotra', 'Dr Jonathan Macartney', ""Dr Brian O'Donovan"", 'Dr Shane Barton', 'Dr Jennie Green', 'Dr Peter Pham', 'Dr Ailsa Malone', 'Dr Cherrin Cheong', 'Dr Rob Grundy']"
DB Dental Innaloo,not available,not available,not available,not available,not available,not available,http://www.dbdental.com.au,"['Dr Nathan Pitchforth', 'Dr Colin Dempsey', 'Dr Christopher Iles', 'Dr Helena Munaser', 'Dr Nicholas Morton', 'Dr Helen Marriott', 'Dr Jonathan Lee']"
DB Dental Riseley Street,not available,not available,not available,not available,not available,not available,http://www.dbdental.com.au,"['Dr Cherrin Cheong', 'Dr Priya Amin', 'Dr Lori Liao', 'Dr Helena Munaser', 'Dr Jason Law']"
Diamond Smiles Dental,Carramar Village Shopping Centre,Carramar,WA,6031,894052225,894052220,http://www.diamondsmilesdental.com.au/,"['Dr Garrie Rao', 'Dr Timothy Maxwell', 'Dr Maheer Shah', 'Dr Kristyna Englova']"
Nedlands Dental,Broadway Fair Shopping Centre,Nedlands,WA,6009,863892711,Not Available,https://www.dentistnedlands.com.au/,"['Dr Hoda Foroughi', 'Dr Ilana Kohan']"
Woodvale Park Dental,Woodvale Boulevard Shopping Centre,Woodvale,WA,6026,893092339,893094243,http://www.woodvaleparkdental.com.au,"['Dr Shahrukh Mody', 'Dr Yousr Kanbour', 'Dr Farzam Mehrabi', 'Dr Bernard Mullan']"
Woodvale Dental Surgery,193 Trappers Drive,Woodvale,WA,6026,893092010,894098429,http://www.woodvaledentalsurgery.com.au,"['Dr Sandra Castro', 'Dr Chris Bartlett', 'Dr Tara Habibi', 'Dr Farshad Monshizadeh', 'Dr JONATHAN Resnick']"
